Account,Allocation,BAL (raw),vlCVX (raw),Voting power (raw),BAL (rescaled),vlCVX (rescaled),Voting power (rescaled),Vote
0x189cf1073372a98ed96f1facab4ab7d4d01c7d12,223196298659017543287,0,4009394319513959544565,0,0,223196298659017543287,0,-
0x7ba6527419152e17d78daccbb89a51ab71c8d200,223139526229034743210,0,4008034599187876210635,0,0,223139526229034743210,0,-
0xc67d3beb5e9c80095a3f773af25ea36b20b95965,222894909637993805518,0,4002177262000000155240,0,0,222894909637993805518,0,-
0x1d66a32de869247df231776d425a324df2699050,222871118643216306054,0,4001607701605688816926,0,0,222871118643216306054,0,-
0x279236757812c2d038b850e5e7cefcc8c6890f11,222857918864987112784,0,4001291705448231823539,0,0,222857918864987112784,0,-
0xc3b242882e400c77e6aee7be1b053249f6d3e275,222808027129639128816,0,4000097378355257660587,0,0,222808027129639128816,0,-
0x08e5e4df2f56be734ead5c80a3b2377616210a62,222804330650886726062,0,4000008894205789601983,0,0,222804330650886726062,0,-
0xb88e3c784257f62284c0c1d2c49af4e3ad2b02ad,222804245049838897330,0,4000006845143698683387,0,0,222804245049838897330,0,-
0x5e75f78a7e50121f0ad6440651c5567c0578d9b5,222803959088940729316,0,4000000000000000000000,0,0,222803959088940729316,0,-
0x97916b917d266c00024d610d10ec20b3dc76b98b,222697480742622758498,0,3997451395033241169585,0,0,222697480742622758498,0,-
0x93e62e12812c5f92a2396b184904c9481e55a4da,222675112634297988734,0,3996916056368690988165,0,0,222675112634297988734,0,-
0xb6e0746bec4c2b7780ece06caa51b51780386393,222546022620032005079,0,3993826879581592947943,0,0,222546022620032005079,0,-
0xa17973f25a4a84d036cecb76c26a22d0dfa85e77,222226382834546228651,1219331224849638147134,0,0,222226382834546228651,0,0,-
0x8089d872071c7aba07db34c45658e5c5c5e0db73,222057902359165012740,0,3982151363029722233478,0,0,222057902359165012740,0,-
0x6b07d4ace5bc9a690fda9ddeb5a0f131fda0b257,222022424778929961651,2099756865074616,0,66486128675655426,10564065934476350,0,222011860712995485301,N
0xfbea6f2b10e8ee770f37fff9b8c9e10d9b65741d,221840546278490108989,0,3976955099232339762239,0,0,221840546278490108989,0,-
0x6620912ac168458ed84d5d3d6c83e728abf9941f,221781435100928348447,0,3975542240237190071639,0,0,221781435100928348447,0,-
0xb2b6360cf65384af668e905d09e46a8c7918eeee,221247289271745813721,0,3962780928896357181657,0,0,221247289271745813721,0,-
0x2ea64c6de91ce1cf3d3761930ac775476cdec742,220681121431810254307,0,3949265785167386184185,0,0,220681121431810254307,0,-
0x642a9502d98c5d957593636fe0648432ceb9905f,220632487965490355464,0,3948105381242227394978,0,0,220632487965490355464,0,-
0x13ca88c90c49024ac11098965b9ff4d4a1550768,220388143688432307954,0,3942276569974999802071,0,0,220388143688432307954,0,-
0x62851a671a2adbafc3dce8e12931c8d29b72ac13,220235086660118753343,1204785000000000000000,0,0,220235086660118753343,0,0,-
0x3bc33a320564f11f600e4e04cc12f0c3a43f79a7,220202094248130151755,1204544361560913000000,0,0,220202094248130151755,0,0,-
0x6465281912a942e695180a1892e1d2aa5c011f75,220096052560785551577,0,3935311588058899360476,0,0,220096052560785551577,0,-
0xad188e0b434cc9207f82d342f42bb0c32f682bde,219902489069744603967,0,3930697717780260973086,0,0,219902489069744603967,0,-
0xe8142000ef4dad30b1b84705b32fdd8d906366d9,219315845812709227403,0,3916722484501972303406,0,0,219315845812709227403,0,-
0xe850c7b2f68738415f05486bf4e17a8c20eff14e,219202378491365067248,1197258388596461827547,0,0,219202378491365067248,0,0,-
0x1e225a3f2626ec52bc5bc3c27f36a1a9f28e84f4,219013824357000117971,0,3909532472706895077863,0,0,219013824357000117971,0,-
0xbb08d06fbb2f65ea34c1d24ab7b830d12d59f8c9,218992236668818605949,0,3909018676333894745767,0,0,218992236668818605949,0,-
0xc06057acf5c722e961184d3eb751d93bada7d72c,218732796856172996058,0,3902845216848140353250,0,0,218732796856172996058,0,-
0xc0b87e3883abb8f33f5487f08019c042303e71af,217859657512163096271,1187490000000000000000,0,0,217859657512163096271,0,0,-
0x20e3680b59d80f2ddd798492db9b701e03fd33b9,217621839626907103593,0,0,63247999999999999,0,0,217621839626907103593,Y
0x16b2e1230fe07a340d4e541bb55d025136d54b2f,217379447292495683541,1184001300000000000000,0,0,217379447292495683541,0,0,-
0x5231e31c3ca39dd94ff56becb662ea50bc4da7d1,217357370861343667912,0,3870157291501683630486,0,0,217357370861343667912,0,-
0xbb6777ddb6497f80296535f0a7c409981fdc5769,217239824453520583347,1182987429703535781300,0,0,217239824453520583347,0,0,-
0xff56d1507147d8ed54cc187fff34f52534f2c77e,217221032080401585063,0,3866920855855530135159,0,0,217221032080401585063,0,-
0xbc6f1ffd1fc6aa7fa2b29d20d9b84edc8887aa9f,217200508848107688209,0,3866433730126150294382,0,0,217200508848107688209,0,-
0xe3ba53f8412a32037b69218421b54c64922e27c7,217095624000830355271,1181940547080745000000,0,0,217095624000830355271,0,0,-
0x71ddf8977c81e3ae6aa4dfdf8daeb01f3a65b99c,216840158081881895669,1180086456008227000000,0,0,216840158081881895669,0,0,-
0x2e9af3a1f42435354846bff3681771b5e3551121,216820636165827920649,0,3857420097121156231879,0,0,216820636165827920649,0,-
0xedd43ec3def840d0ae9473089c2418166464d323,216700089700321740338,1179070192823446177499,0,0,216700089700321740338,0,0,-
0xe35d84411330033c406e29c291aea65713a2f125,216071839373529570594,0,3839668035478372075886,0,0,216071839373529570594,0,-
0x2a9d00b90358a18a5e7717fe45dc4d926e438d4a,216014628128877944846,1174100000000000000000,0,0,216014628128877944846,0,0,-
0xf1ecc163903fb69cce46d408e171c89eb7ca1899,215085479524395339013,1167371254665416806538,0,0,215085479524395339013,0,0,-
0x348b3ccac1f8b763b19e91f5fba71b85dc305655,214427004241096454962,0,3800745212927388365642,0,0,214427004241096454962,0,-
0x97e9d2179b5a41cd16776ca37509c756234b370b,214149876868978708444,0,3794197134768215164513,0,0,214149876868978708444,0,-
0xf95805355e68006a3fecac338706d9c19e81890d,213859814566213515263,1158510000000000000000,0,0,213859814566213515263,0,0,-
0xa9f8e7337ebb7982f9f5497bc5ae98e69e1a39a7,213856681307078133614,1158487368955860926128,0,0,213856681307078133614,0,0,-
0xbacc1cdb4d0a6bd684bb049515a431f817ef2fe3,213746243242735374679,1157689762578628897369,0,0,213746243242735374679,0,0,-
0x12915fc5e78550581d64abc409050fdbf5961403,213331040645938202260,0,3774865848324269336445,0,0,213331040645938202260,0,-
0xe9af2e97d387f4c20b71492e774ace535b36949a,212813169537244561980,0,3762652575805212563864,0,0,212813169537244561980,0,-
0x20cd31d97b46c316e02194ad21226d94e0a65a0a,212697313205123492708,0,3759921619701125109714,0,0,212697313205123492708,0,-
0xb39693d8acd1ff7b946552d8243feaca05f8b80d,212381334191981324011,1147843463135280444476,0,0,212381334191981324011,0,0,-
0xf6be5b79f2c702506dfb6f304974d25571e4a6aa,212276227559234627051,0,3750000000000000000000,0,0,212276227559234627051,0,-
0x6221d0cf95db2141621d21d0c1f55a24dac80b39,212041290085089968898,0,3744467253119503311609,0,0,212041290085089968898,0,-
0xf7ae063de5ef4bcbb98b2bd27afb66c59d885fc0,212019719020715911029,0,3743959359745831079636,0,0,212019719020715911029,0,-
0x82d853d5e20d165607f51c58906d61385b94b1b2,211406346811621972392,0,3729524648009066822851,0,0,211406346811621972392,0,-
0xb524f622df1eca8f947910c83167246e723d11f1,211319727448769924649,0,3727487326732300061849,0,0,211319727448769924649,0,-
0xacc0e80e3cccede7d2948ab542700bb9499d2623,211291909206062967996,0,3726833089835363807651,0,0,211291909206062967996,0,-
0xdc1b661c248b086f110972a4453887d4afc472cd,211189155318404488071,1139260456082520462763,0,0,211189155318404488071,0,0,-
0xfda325391d052c725aa5d7f5eaacbe2121fea657,211001292271784535615,0,3720000000000000000000,0,0,211001292271784535615,0,-
0xd469db918b2395d35d2f91a3c728f4bea8f292ec,210804261607541320700,1136492883812585200000,0,0,210804261607541320700,0,0,-
0x4d864b0ddec2a861506c8baa676e2d99a4c30a84,210785466148518679574,0,3714927447967813805008,0,0,210785466148518679574,0,-
0x5681f8178983c5a38cab885e70d5ca2784ce3e61,210232456655224268616,1132384438752723300000,0,0,210232456655224268616,0,0,-
0xfa9d539cbfd05303daa74c7fcb5b3977962b61cd,210071939771845507039,0,3698169795929662086564,0,0,210071939771845507039,0,-
0xa828b438b054944bd0d6bbf475844ae65ed01670,210051080885434657830,0,3697680195861089941900,0,0,210051080885434657830,0,-
0x3f3b9b0f14def5817a61437ccb25ccbbd4853ffd,209791401423675239357,0,3691586353048588989623,0,0,209791401423675239357,0,-
0x0c1345544fab2d81ee980af27d9940e885330a25,209744004243599277970,546629551534020265535,1159019182732853550988,0,121751459395873979474,87992544847725298496,0,-
0xdcabe603508ede89a360d7d3839ef6aaca28b583,209572690206571564886,0,3686455853452521296276,0,0,209572690206571564886,0,-
0x92c81d30554ec7ec5b348c8dc96056ca6e06e655,209061125143886130218,1123980000000000000000,0,0,209061125143886130218,0,0,-
0x567bc8a6a5473c5d624bc4053a8f5486c55721bf,208830464279998636812,1122326827915275771375,0,0,208830464279998636812,0,0,-
0xa80172bfcab0eb8e4db8d44f90a35b18463b8607,208703844785695480368,0,3666092226202138135704,0,0,208703844785695480368,0,-
0xce7fbdc809b5628db20c840dffd9bce88befc8b8,208581831362083164549,0,3663234787240521654894,0,0,208581831362083164549,0,-
0x67a4969e035ac05cba051c07f66d99782ecd88f7,208520866559195212631,0,3661807257939999999508,0,0,208520866559195212631,0,-
0x9dc50d15c6e49a234f6fe70497d04b9c5e46656b,208159039552907927373,1117518117682736829011,0,0,208159039552907927373,0,0,-
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,207996423321742668122,0,3649532837367830325093,0,0,207996423321742668122,0,-
0x312b49cabdaa79b032eddb8c7cb9806d66626795,207757602642551830741,0,3643946734408843440178,0,0,207757602642551830741,0,-
0xfb105ff7fd8f625ff986f8a04d030d421456cd99,207426694853725138046,1112278994055065047935,0,0,207426694853725138046,0,0,-
0xb618ea54b56ac57de44066660757bb699d9412ef,207395458697687615768,0,3635480138705229819607,0,0,207395458697687615768,0,-
0x9e406b2c2021966f3983e899643609c45e3bbffe,207234787873077834774,1110907128311589531222,0,0,207234787873077834774,0,0,-
0x659902fcbd6617005b2cb68db3e7a3f1cc259835,207190292460284240406,0,3630685724645036771108,0,0,207190292460284240406,0,-
0x361ce1085b143d2e21cec3df9ba5b2a23df04b53,206894123538514719485,0,3623767511112104330095,0,0,206894123538514719485,0,-
0xdd0288f517cee45368fc7a5b3da46e0b4ca17585,206774640820587762846,1107619447509999900000,0,0,206774640820587762846,0,0,-
0xb825bdea4751e2be520b6df5f694f9242ca7f234,206642276717415512621,1106674177429999900000,0,0,206642276717415512621,0,0,-
0x0561a78021d8966ddd20c28c6c4318d8675ee1f0,206290339118742565461,0,3609673929125437553012,0,0,206290339118742565461,0,-
0x95b30e515627e71b244dd99a9d6535a55e05cd55,206145634404658380845,1103129236837973166985,0,0,206145634404658380845,0,0,-
0x11b5da9ab44d2dd6a4c008cc86c4edf2842e139b,205999260291623301100,1102084988339088340581,0,0,205999260291623301100,0,0,-
0x780737124207f40dbb2bcad58594fead6ae12db9,205875556347694413262,0,3600000000000000000000,0,0,205875556347694413262,0,-
0x4bc959cded379c9f5e78f108370e81a16c2cfb14,205346996145872878969,0,3587681865768890929758,0,0,205346996145872878969,0,-
0x82ecff9fe343e386c897f33ff73c95f634e30e56,204984149614468861955,0,3579231815056957657362,0,0,204984149614468861955,0,-
0xfcc06f7f02f6ab02051f259db4f82f20d8d02112,204790110340638818798,0,3574715030391617801797,0,0,204790110340638818798,0,-
0xc8e33e8b915f953ada2fbcd64fc28ea725125602,204621852950975409158,0,3570799542863000169746,0,0,204621852950975409158,0,-
0x163256887a02f2b726ace530dd779db9101deaa1,204530172236003892294,0,3568666509000000132801,0,0,204530172236003892294,0,-
0xff8bd12e56c825b38a41e49e2442bcd438f96bb0,204526553852968561387,1091592324822451200000,0,0,204526553852968561387,0,0,-
0x108e4f1486bb38b60629ab570d82bf5420181217,204076777287329178989,0,3558122556725104459474,0,0,204076777287329178989,0,-
0x647aa8b1db861d047f6bfee6171fcdcda953cbb5,203641587344635041745,1085299252284598237504,0,0,203641587344635041745,0,0,-
0x788550d00579f66c06ce209d14056c8f2c0a8188,203344583601915218196,0,3541111470341621043190,0,0,203344583601915218196,0,-
0xdb72cfa6d3916869a2f25073634ca298318ea91f,203149177031728726206,0,3536575028884627045045,0,0,203149177031728726206,0,-
0xea305d6dcf86d52a626dcce37e7ae8e566c33b9d,203070149920907965679,0,3534740795941072974529,0,0,203070149920907965679,0,-
0x815095af4f88d5088bd435a8aa03763cc0afa70f,202982427951633837893,1080617831401728400000,0,0,202982427951633837893,0,0,-
0xb19be18a7d279432f607676acd34c62ff932daba,202942290342773304701,0,3531773656861950257735,0,0,202942290342773304701,0,-
0xda4bb0c3c1061d468b4d57b08e5de3c781ce1d80,202785641341927458825,0,3528139273071151819750,0,0,202785641341927458825,0,-
0x0526788e62a4c5c505aa6103c3bdfb585a96dd38,202765520230927251077,0,0,52999999999999999,0,0,202765520230927251077,Y
0x1e4f078d95920f0a1c1eee6992fde0ce5341324f,202680371757645701791,0,3525697459048389646341,0,0,202680371757645701791,0,-
0x45fcf2323d2020c9568406815ea8053a20c11ec1,202331969524847465891,0,3517619000000000141881,0,0,202331969524847465891,0,-
0x12dc2c19cfcdac71a1d630fc0bf9c49b1f620dd8,202326743437360306643,1075966114186845061587,0,0,202326743437360306643,0,0,-
0x489ca6a23b22b4cdd9f367626edc149ca7af9fa8,201988568676590602990,0,3509661045030814420898,0,0,201988568676590602990,0,-
0xdfe7772e8647cf105c15da6319efd64c8d4fb12d,201965589713421849183,0,3509128692510499604396,0,0,201965589713421849183,0,-
0x53ba7e59533a9e7b63b2265491695739c648d70d,201571414527619651835,0,3500000000000000000000,0,0,201571414527619651835,0,-
0xa6a6d246e2e5704d0e9c2dd6d77bbf2ec378cb09,201075238948731225719,1067101335933127000000,0,0,201075238948731225719,0,0,-
0x9a6cdf8221636d503773aad48dd3998e4ae03a5d,200741336700470981214,1064739308746616643475,0,0,200741336700470981214,0,0,-
0x54fe014a1fb506ff3a00d863e6522f24e6edba47,200411996142564447609,0,3473183570655963194440,0,0,200411996142564447609,0,-
0xc7b42f99c63126b22858f4eed636f805cfe82c91,200406287813126283481,0,3473051669157822743728,0,0,200406287813126283481,0,-
0x35977cf9b9a753d11e043452418d01f37d93084e,200289015852452735089,0,3470342161018140359374,0,0,200289015852452735089,0,-
0xba3c494f3b3937d1c8101ffbe1588023ad5ea0a2,200036425869228509100,1059757065240093922398,0,0,200036425869228509100,0,0,-
0xc6fb06a1db9c90883a1b1b124dff21143150730f,199864030701851675076,1058539482000000100000,0,0,199864030701851675076,0,0,-
0xb6f471cbccb145c70e7e9b467b1f5dc1edc01878,199669545261504083555,0,0,50999999999999997,0,0,199669545261504083555,Y
0xbc19d12ad43a92fead642e7763ba8ebeca4c3c9c,199661569933587628611,1057110000000000100000,0,0,199661569933587628611,0,0,-
0xc4c69760cad701b9280217fad51cb81bf7d5cd01,199568230117898849585,1056451133339540092493,0,0,199568230117898849585,0,0,-
0xca85574359cefc4cfde6a7235540e62a4f5ea866,199485237217113166253,1055865389696950842335,0,0,199485237217113166253,0,0,-
0x7b3d986e53c29710b7be4d59c19a084a505ff846,199245951905152935524,1054177027128914754694,0,0,199245951905152935524,0,0,-
0x0a53d9586dd052a06fca7649a02b973cc164c1b4,199126219793197122954,1053332468280449100000,0,0,199126219793197122954,0,0,-
0x21234e59d1ffb0c8809f424656e21a5755e8c5ee,199087846663023753990,1053061830117970200000,0,0,199087846663023753990,0,0,-
0x91199826dbc27ae3033357d91b6fd3b7eb4d2149,199075076282323578880,0,3442325817842331616703,0,0,199075076282323578880,0,-
0xd146c1b85386de84e557b0115b2102932930df5d,199039189905708553852,0,3441498465726780068508,0,0,199039189905708553852,0,-
0x6de6e901bbefd26a9888798a25e4a49309d04ca9,198875149942509978018,0,3437717195501260903256,0,0,198875149942509978018,0,-
0xd46c81245a0582891c2249daf2d68925977cf2a7,198864314022014070815,0,3437467454281206755695,0,0,198864314022014070815,0,-
0x502e0a643b8c6c2fb505a4ebae531cf0f45715f8,198793825836392869633,1050988736057043428614,0,0,198793825836392869633,0,0,-
0x5ce47ed3b09f4fc4eee60e2f40d36a62b92a5aca,198763474088732579048,1050774788881576000000,0,0,198763474088732579048,0,0,-
0x6a7dc166975e25098fe30c26242517d9dba1f771,198535554358463258495,0,3429892512830330360885,0,0,198535554358463258495,0,-
0x9c3389d5c30b429abc2ba4e32c402300a067a6fc,198157574995097405690,0,0,50040000000000001,0,0,198157574995097405690,Y
0x8bbd6dece4191b5d1257676697ea7938e0c19362,198141734111307471267,0,0,50029999999999998,0,0,198141734111307471267,Y
0xfbe300db166b41e554a9d7820fd7183977dee24e,198110046643479449813,0,0,50009999999999999,0,0,198110046643479449813,Y
0xa4e9d4f5c380c95ca438ced0e3ae6f697b8c8c58,198110046643479449813,0,0,50009999999999999,0,0,198110046643479449813,Y
0x3dbe953eddb69dbd611e1fcd59d4bdefa5acb439,198097369527393226463,0,0,50001999999999998,0,0,198097369527393226463,Y
0x90187c75000c36acdfe3d9fe78afb92d07331d4c,198094200058225595740,0,0,50000000000000003,0,0,198094200058225595740,Y
0x2b49f133cc7666147d96eb749a5291042f72fca7,198094200058225595740,0,0,50000000000000003,0,0,198094200058225595740,Y
0x0ff9b6ab6ec58ceb6d5ae8a1690dd5a0959ad002,198094200058225595740,0,0,50000000000000003,0,0,198094200058225595740,Y
0xc38568bb0371dd9ea779359a9840a4ecfc2e0d64,197956697577964035872,0,3416565253458300048806,0,0,197956697577964035872,0,-
0xd20a990fba1d83ce6a2153b9389ff42bba5f80e8,197839243621605476164,0,3413862646117493568454,0,0,197839243621605476164,0,-
0xb79c662c667e056150d9ba0fec36217d6bb74049,197091937609747589022,1039009099518640368842,0,0,197091937609747589022,0,0,-
0xd4410e1c094a527723cd2f6bcb116965f3f449d9,196932711262888005876,1037890059367858839323,0,0,196932711262888005876,0,0,-
0x8f95b408adbbae47a7ba04fb2ef939867e8d20f0,196757068946967933698,0,3388987072133935271268,0,0,196757068946967933698,0,-
0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,196708414419646942406,1036314216459888143618,0,0,196708414419646942406,0,0,-
0x821a96fbd4465d02726edbaa936a0d6d1032de46,196606750031528150657,1035600149907393600000,0,0,196606750031528150657,0,0,-
0x87eaf3d9e59b50a237ae7c8f58c21fe68d4065a4,196163808029737424476,0,3375369314674172073865,0,0,196163808029737424476,0,-
0xc219cafde6855f60da76d9cacc3873fda65516e6,196147183728285781967,129328433738193467661,2462398731420692001848,0,41302359189184599586,154844824539101182381,0,-
0x7305d0715ae034e48f6f49d55571451685649247,195901213866046873591,0,3369346086909009954979,0,0,195901213866046873591,0,-
0x3dfcfaac8ee248cf9976e866822f2daac2ac7d03,195508439413731650802,0,3360341884466254214203,0,0,195508439413731650802,0,-
0xe797a575b7827a1b3ffa93e471cbb0af4a5bb930,195504508490799366882,0,3360251800029668174830,0,0,195504508490799366882,0,-
0x834da2e7bf0d17146efe4e01905c4ca6c14da3f4,195341041920874232574,1026720433829654000000,0,0,195341041920874232574,0,0,-
0x937f3d87c34263423a11c5218c0eb53e6e109551,195188271083648828608,0,3353006608298594073858,0,0,195188271083648828608,0,-
0xeeaf6ab9f0f34b0050b3ca5033ddb7f01ba76ad6,195175272713866320373,0,3352708891393139765569,0,0,195175272713866320373,0,-
0x815105fa8c58ae1de0a7c5051ad98666ca971171,194901709885902675978,0,3346444694843635261350,0,0,194901709885902675978,0,-
0xeec16225a4f5d57662ebfc7967363b0a3f427944,194868217800825135555,0,3345677975383527609665,0,0,194868217800825135555,0,-
0x2e2afafbeeaa08d6883dcdebee84a2d623a9ceee,194778447008677829899,0,3343623109088035562309,0,0,194778447008677829899,0,-
0xfc2a51dbd412ae895f05fd97811260d1627a0ea0,194720819993150087157,1022376186768143700000,0,0,194720819993150087157,0,0,-
0x96b6d2e2a0bb4a051499f303cbcc898310f3b648,194600046604050902488,0,3339540435339368286805,0,0,194600046604050902488,0,-
0xcca89d02b1fcb375ba7296c4173ccdd84102cdfa,194546692922215981980,0,3338319684446044448123,0,0,194546692922215981980,0,-
0x0d23b7c4e3b5923344bb6515dcc9a8769a9c33bc,194534208840254251527,1021070000000000000000,0,0,194534208840254251527,0,0,-
0x74b40cad7ecebc056701020c8421329a1d643fce,194314509970201470423,0,3333008557047108297411,0,0,194314509970201470423,0,-
0x33158e92b8c0f2051d759fc03af75fca7cbeca84,194189655308167232306,0,3330153411979443717428,0,0,194189655308167232306,0,-
0xf24b73a328df29cdde804acf605b8722ad5030da,194161039261726870109,0,3329499113589373337163,0,0,194161039261726870109,0,-
0x84e5c8518c248de590d5302fd7c32d2ae6b0123c,194025686321983840799,1017512711435430200000,0,0,194025686321983840799,0,0,-
0xfe36b0fa7ba77e084ee69ad6f6e4e123f4779559,193776780243000445125,1015772660493821474906,0,0,193776780243000445125,0,0,-
0x08003f6a0843a0d2bc4223be96c1e1bed9e0ddac,193394580046751286773,0,3311986195182636038226,0,0,193394580046751286773,0,-
0x52831fc8d8344000f92734db70cd4a01a1383eaf,193314657851416427548,1012544034134197500000,0,0,193314657851416427548,0,0,-
0x0e2b5dec63a628bd65c6ecb557e2abe0e05f81ac,193303794220133852377,0,3309913349246083726030,0,0,193303794220133852377,0,-
0xc2fd1e0c0b627d92b991314abe188e0328943d58,193300450606829059552,0,3309837013180000212742,0,0,193300450606829059552,0,-
0x5dcd83cf2dd90a4c7e1c189e74ec7dc072ad78e1,193099188110557747677,0,3305242918455172912218,0,0,193099188110557747677,0,-
0xb5383501116a91c43664e18fe935b7c8957cd125,193006425678463699569,0,3303126024892741952499,0,0,193006425678463699569,0,-
0x86a8cdc1989bbace5c1784475ccff769f2ce4e90,192801654192022056122,0,3298454219155679766118,0,0,192801654192022056122,0,-
0xeddd3da7212be1f3e65f4c1e8c7de82ff03cd892,192588398614247125806,1007475209160337662182,0,0,192588398614247125806,0,0,-
0xdc88625503717ff2d931c7bebfc66c2b6f4a022e,192549006312459454193,1007200457999999900000,0,0,192549006312459454193,0,0,-
0xca5cfa8babc5381e3ff891084978ae07ed5aa859,192211116881123814437,1004844536091037696224,0,0,192211116881123814437,0,0,-
0x23bc20fdd363bbf39349c67b8745d88de86ca78b,192199419084001164038,0,3284723976853673775622,0,0,192199419084001164038,0,-
0xda8a8a7788f6e62cfdc55b5d971436aa00044137,191793514907277483417,0,3275477929693559872248,0,0,191793514907277483417,0,-
0xc2dbe9345b0a4cee229bb8dcef12a37af81f9132,191792059281536921844,0,3275444783880759587191,0,0,191792059281536921844,0,-
0x8bebdb7f971d126bed0084c4cc651be40bee0519,191712490869969030882,0,3273633072333549534960,0,0,191712490869969030882,0,-
0xbbab490d23e211caa75e7ee3f7ce47e257ba05cf,191569855711761221073,1000377162000000000000,0,0,191569855711761221073,0,0,-
0x8d59471d6f47de9227e3ac87b3a727ad4be41ddb,191523286312347806870,0,3269326036720000047353,0,0,191523286312347806870,0,-
0xf3e48a2b1b9808f66321fb1eb385c86d2486dd6a,191515683936633507756,1000000000000000000000,0,0,191515683936633507756,0,0,-
0x7adff112a622b630d6658260dcb458f1b6d9b02f,191515683936633507756,1000000000000000000000,0,0,191515683936633507756,0,0,-
0xfd9994cf969749540a0076448b1c0f72b58af1c2,191515683936633507756,1000000000000000000000,0,0,191515683936633507756,0,0,-
0x157595f04c0da495d72ceb84390f444d469c3216,191515683936633507756,1000000000000000000000,0,0,191515683936633507756,0,0,-
0xbc2b4db695ca50c1c7d091f0e46ad96e9bcdb2fd,191343135109926436144,0,3265226408766576241760,0,0,191343135109926436144,0,-
0xc42985caf21125fa5b8e86994e229b22f84370c2,191324120144991610459,0,3264793767952572125068,0,0,191324120144991610459,0,-
0x461fe10abc6fcd8bea56e20d36912b76cfda8de3,191183978362824120723,997691330703561106930,0,0,191183978362824120723,0,0,-
0x47fdbf2ffb71426200526e6710b1fe9cab17098f,191011247074308641913,0,3257677135729489691585,0,0,191011247074308641913,0,-
0x907438a78302035e0fd11fb88204a9e1b57ccc68,190853527213775464588,0,3254091101433512449148,0,0,190853527213775464588,0,-
0x8d8fe6d8eddea389236d512e385b824bce36b1be,190589250854087367770,993555373000000000000,0,0,190589250854087367770,0,0,-
0xfe17c1de67dc4c0ff1b24f7faedc98abba2c5565,189755610519947168768,987765165825420126566,0,0,189755610519947168768,0,0,-
0xb0470ff3928f8cfff6802ce6b4b9043b1f0b51ea,189719244309719954344,0,3228330341387441876577,0,0,189719244309719954344,0,-
0x049ca02e4394a5ddea5ef9c3194d82e640187573,189609158698173843050,0,3225832908249625234021,0,0,189609158698173843050,0,-
0x60959ed8307ee2b0d04306f6b319aeee8864f1ee,189441921867745350028,985588574427708120545,0,0,189441921867745350028,0,0,-
0x61f41775e63baf8ef689ef03109f9b47908aed21,189356010234320677910,0,3220091744790018310596,0,0,189356010234320677910,0,-
0x4b003868bbd5add0d1251553b829e58ba3cdcd3c,189222517067676761826,0,3217065278203348498209,0,0,189222517067676761826,0,-
0x151ee34bae747a2f1d42c56061505b5172c136f3,189095222735184876228,983184330547819100000,0,0,189095222735184876228,0,0,-
0xeb4db23c27253077fb3080adda6c5c127b0dacae,188905096640171734634,0,3209871795837682384445,0,0,188905096640171734634,0,-
0xaf8ae6955d07776ab690e565ba6fbc79b8de3a5d,188334385106432506518,977913324470037900000,0,0,188334385106432506518,0,0,-
0x070b8d1f8b63eba95db31c8e85ba536b3474b113,188275722270106115275,977507208572063892689,0,0,188275722270106115275,0,0,-
0x34cdfeb92f7dd096ebb8c618875b8eca8fd50d83,188261624930010981416,0,3195301599925376649480,0,0,188261624930010981416,0,-
0x41821f7ed5d34b812ce84279e5c632767bab9e6b,188157399470453526646,0,3192943172425632383238,0,0,188157399470453526646,0,-
0x88cbff74b35cc6bbc8f320fd3579d09471fe8426,187828494636785194416,0,3185503526179561504250,0,0,187828494636785194416,0,-
0x8d42a38edeaefe924c486d9a5ef9456aea401911,187625569614316759726,0,3180915639041245412955,0,0,187625569614316759726,0,-
0xd7a0732c09712379a7d7ab888b91eeda420b61ee,187579778705357909985,0,3179880591109012129891,0,0,187579778705357909985,0,-
0x8e454d42ea869e608868dda4daeb31a236fda61f,187548235415016165462,0,3179167642295788027695,0,0,187548235415016165462,0,-
0x9164b88a38b0c5dfc7d740e291d8d06cb89d1482,187522314443465376144,0,3178581800361825116852,0,0,187522314443465376144,0,-
0xce48e4d0bfe48a433c7a9017132182d5da81bffb,186932176916612206696,968217564816468900000,0,0,186932176916612206696,0,0,-
0x6933da55869cacfe363b7381b82f0925e7c4456d,186595152904819059358,965890770992808029405,0,0,186595152904819059358,0,0,-
0x4748471cf88aa2c09081c85d92f85f394f7c2fe7,186504768729768926505,0,3155605521968841003400,0,0,186504768729768926505,0,-
0x144f3ffb74a8f697040cb6f80df9a50b52df5edf,186433058859237831939,964772181947774000000,0,0,186433058859237831939,0,0,-
0xe20a07e21ee97079bb0f9ebc24e71bc67c9961f8,186307804845531109095,0,3151162876704362133751,0,0,186307804845531109095,0,-
0x7970f1349883a84791b6057cc47cb5090c5f6b3e,186143737361077114656,962776419221668100000,0,0,186143737361077114656,0,0,-
0x47ff52da328eefd40b543e117bf65cff91f114f3,185950873445545141749,0,3143116051972175682749,0,0,185950873445545141749,0,-
0x5641519cc28def80d631baa28b949f17a6a22ad1,185886380776832254469,0,3141662648570897545142,0,0,185886380776832254469,0,-
